1.00E+04	256.47
1.40E+04	255.35
2.00E+04	253.68
2.85E+04	251.36
4.00E+04	248.28
5.70E+04	243.87
8.00E+04	238.15
1.15E+05	229.93
1.60E+05	220.17
2.25E+05	207.44
3.20E+05	191.28
4.50E+05	172.86
6.40E+05	151.53
9.10E+05	128.92
1.30E+06	106.06
1.80E+06	86.42
2.55E+06	67.63
3.60E+06	51.85
5.10E+06	38.88
7.20E+06	28.80
1.00E+07	21.40
1.45E+07	15.15
2.05E+07	10.90
2.90E+07	7.80
4.10E+07	5.57
5.80E+07	3.96
8.20E+07	2.81
1.15E+08	2.01
1.65E+08	1.41
2.30E+08	1.01
3.30E+08	0.71
